Id,Name,NovaId__c,OrchestrationControlled__c,OW_assigned_to__c,OW_due_date__c,OW_due_date_offset__c,OW_location__c,OW_priority__c,OW_process_variant__c,OW_queue__c,OW_record_type_developer_name__c,OW_requires_4eye__c,OW_sequence__c,OW_stage__c,OW_status__c,OW_subject__c,OW_task_credit__c,OW_task_description__c,OW_task_description_google_doc_link__c,OW_task_type__c,OW_team__c,OW_triggered_by__c,OW_triggers__c,OW_turnaround_time__c,Role__c,Task_Record_Type__c,TriggeredByTask__c,TriggeredByTask__r.OW_task_type__c
a1JQz00000HP24bMAD,Cancel client onboarding advice declined,,No,Queue,,1,Case | Created,High,Current Wealth Management Process,OperationsTeamC,CANCEL_ONBOARDING_ADVICE_DECLINED,No,,Fulfilment,Active,Manage offboarding of client that declined advice,2,"<p>This task is for onboarding clients who have declined our advice.</p><p>The following will need to be done as part of the clean up:</p><ul><li>Close any Chase Profile tasks, without doing any further chases.</li><li>For any ad hoc/random tasks, be sure to check with the Partner to see if they are still needed. Do not contact the client unless the partner agrees to do so. Be sure to check both the advice and both person accounts for any floating tasks.</li><li>Move the google drive folder to &#39;Lost&#39;</li><li>Check all advice has now been cancelled/declined and all LOA&#39;s, recommendations, fulfilment, fees and all their related tasks are now closed or cancelled and no outstanding action needs to be taken.</li><li>Advice should be moved to <strong>cancelled</strong> if advice did not take place</li><li>Advice should be moved to <strong>declined</strong> if advice took place and the client declined</li><li>Move the case to &#39;Closed&#39;</li><li>Complete this task.</li></ul>",https://docs.google.com/document/d/1GU7Cwg-ZBm1QkznT9ega1qoaXIDfWosMyPlkUl8QKak/edit,CANCEL_ONBOARDING_ADVICE_DECLINED,Operations,Creation of an offboarding case,N/A,1,Tech Ops,,,
a1JQz00000HP24cMAD,Check Related LOA's,a1J8e000000wmMEEAY,,Dedicated specialist/household team,,0,Flow | Advice | After Save | Cancel Advice,High,Current Wealth Management Process,,Check_Related_LOAs,,,Suitability,Active,Off-boarding LOA,4,"<p>This advice has now been cancelled. To ensure we don&#39;t lose visibility of any LOA&#39;s through this process, the purpose of this task is to ensure all LOA records related to this advice are now also linked to another open piece of advice or can be cancelled.</p><p><br></p><p>Please have a look at the household and check all open LOA records have now been linked to a new piece of advice and cancel any LOA&#39;s that are no longer needed as a result of this advice being closed.</p>",,Check_Related_LOAs,Operations,Advice record is cancelled,N/A,0,,,,
a1JQz00000HP24dMAD,Submit ISA/GIA regular,a1J8e000000wmaXEAQ,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_isa_gia_regular,No,,Fulfilment,Active,Submit ISA/GIA regular,4,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_isa_gia_regular,Operations,,,0,Tech Ops,,,
a1JQz00000HP24eMAD,Submit SIPP regular,a1J8e000000wmaYEAQ,Yes,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_sipp_regular,No,,Fulfilment,Active,Submit SIPP regular,4,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_sipp_regular,Operations,,,0,Tech Ops,,,
a1JQz00000HP24fMAD,Ensure regular taken,a1J8e000000wmaZEAQ,Yes,Dedicated specialist/household team,,14,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,ensure_regular_taken,No,,Fulfilment,Active,Ensure regular taken,2,"<p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 11pt;"">You should automatically move this task forward to be due 48 working hours after the first direct debit payment is due to be received. For SIPPs, they will always start on the 1st of the month. For ISAs/GIAs/JISAs, they will always start on the 18th of the month.</span></p><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 11pt;"">As we set the direct debits up, we should not be chasing clients at all (unless the first direct debit payment bounces/is rejected by the client&#39;s bank account).</span></p><p><u style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 11pt;"">Once we have received payment (direct debit)</u><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 11pt;""> into Hubwise, do the following:</span></p><ul><li><span style=""background-color: transparent; font-size: 11pt;"">Update IO (for new plans, you will need to add the plan using the guides </span><a href=""https://docs.google.com/spreadsheets/d/1cUnD8UQS2JZj5mCt5fQCMXQ3-HASQgLH-pGVRGM8LY4/edit#gid=0"" target=""_blank"" style=""background-color: rgb(248, 248, 248); font-size: 11.5pt; color: rgb(17, 85, 204); font-family: Arial;"">https://docs.google.com/spreadsheets/d/1cUnD8UQS2JZj5mCt5fQCMXQ3-HASQgLH-pGVRGM8LY4/edit#gid=0</a><span style=""background-color: transparent; font-size: 10.5pt;"">)</span></li><li><span style=""background-color: transparent; font-size: 11pt;"">Complete the section in the top right of the fulfilment page</span></li></ul><p><span style=""background-color: transparent; color: rgb(0, 0, 0); font-family: Arial; font-size: 11pt;"">Once the above is done, this task can be completed. NOTE: for direct debits, we will complete the above, and progress the fulfilment to investment checks/complete once we&#39;ve successfully received the first payment. We do not need to keep the fulfilment open for future payments.</span></p><p><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10.5pt;"">For all payment types, check that the Hubwise label for the transaction matches the transaction types. For lump sums this should be &quot;Top-up&quot;, for direct debits this should be &quot;Regular contribution&quot; and for transfers, it should say &quot;Transfer&quot;. Tax relief should also be obviously identified.</span></p><p><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10.5pt;"">If the label looks wrong</span></p><p><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10.5pt;"">&gt; raise a ticket with Hubwise via Freshdesk to request that they update the label to X.</span></p><p><span style=""background-color: transparent; font-family: Roboto, sans-serif; font-size: 10.5pt;"">&gt; Record the ticket number and notes in the fulfilment chatter so the checking planner can see the request has been made.</span></p><p><br></p>",https://docs.google.com/document/d/1glD_nnPaaygLfU6dYbfoMjIfal-JmNyjg640ZgvSZww/edit,ensure_regular_taken,Operations,,,7,Tech Ops,,,
a1JQz00000HP24gMAD,Send transfer forms,a1J8e000000wmaaEAA,Yes,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,send_transfer_forms,No,,Fulfilment,Active,Send transfer forms,6,"<p><span style=""font-size: 14px; color: rgb(0, 0, 0); background-color: transparent;"">This task forms part of the next steps email, and as such you should review the full fulfilment case for this client before sending any one document or email, and send them all out together. The next steps email incorporates bank details and forms (and anything else we need from the client to progress with fulfilment).</span></p><p><br></p><p><span style=""font-size: 14px;"">Immediately once this task generates, we need to send the next steps email using the send email function on advice with the </span><a href=""https://docs.google.com/document/d/1zECCnf-ZNQD9uJTiuo8s2UbbsvX9-pU08DVYUDyzgxI/edit"" target=""_blank"" style=""font-size: 14px;"">next steps template</a><span style=""font-size: 14px;"">, in order to make the client aware that they will be receiving forms via DocuSign. This template must be fully reviewed before sending.</span></p><p><br></p><p><span style=""font-size: 14px; color: rgb(0, 0, 0); background-color: transparent;"">The EoW form will need to be pre-filled prior to being sent via DocuSign. Please refer to this guide for details of the forms that are required for various SIPP advice. </span><em style=""font-size: 14px;"">﻿</em><a href=""https://docs.google.com/document/d/15qHNSLtkLI7FLxBZ-54tx9lGsNLuwi2lUR7-ymxb4oM/edit"" target=""_blank"" style=""font-size: 14px; background-color: rgb(255, 255, 255);"">https://docs.google.com/document/d/15qHNSLtkLI7FLxBZ-54tx9lGsNLuwi2lUR7-ymxb4oM/edit</a></p><p><span style=""font-size: 14px;"">- Download (not print save) the EOW form from google drive to your finder</span></p><p><span style=""font-size: 14px;"">- On DocuSign &gt; Start &gt; Send envelopes &gt; Upload &gt; Browse &gt; Downloads</span></p><p><span style=""font-size: 14px;"">- A popup box then appears &#39;Convert PDF form fields&#39; &gt; Click assign to (ie. Client 1) &gt; confirm</span></p><p><br></p><p><span style=""font-size: 14px; color: rgb(68, 68, 68); background-color: transparent;"">As DocuSign is an external process, you should follow the following guide:</span></p><p><a href=""https://docs.google.com/document/d/1xs6vOg10FctAKqgt-SaZgR1UI0vNlYF5dRX5z-gsWtc/edit"" target=""_blank"" style=""font-size: 14px; color: rgb(17, 85, 204); background-color: transparent;""><u>https://docs.google.com/document/d/1xs6vOg10FctAKqgt-SaZgR1UI0vNlYF5dRX5z-gsWtc/edit</u></a></p><p><br></p><p><span style=""font-size: 14px; color: rgb(0, 0, 0); background-color: transparent;"">Please check the personal details are correct, and if not flag to Planning.</span></p><p><br></p><p><span style=""font-size: 14px; color: rgb(0, 0, 0); background-color: transparent;"">Once forms have been sent, please fill out the section in the top right of the fulfilment page. This will complete this task.</span></p>",https://docs.google.com/document/d/1tNcaDrF2mBXHvDl3Di32tO7a79CiugDCf_6RoLSX2ow/edit,send_transfer_forms,Operations,,,0,Tech Ops,,,
a1JQz00000HP24hMAD,Chase transfer forms,a1J8e000000wmabEAA,,Dedicated specialist/household team,,14,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,chase_transfer_forms,No,,Fulfilment,Active,Chase transfer forms,2,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,chase_transfer_forms,Operations,a1J3M000000fJkmUAE,,7,Tech Ops,,a1JQz00000HP24gMAD,send_transfer_forms
a1JQz00000HP24iMAD,Submit transfer,a1J8e000000wmacEAA,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_transfer,No,,Fulfilment,Active,Submit transfer,6,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_transfer,Operations,,,0,Tech Ops,,,
a1JQz00000HP24jMAD,Submit transfer fee,a1J8e000000wmadEAA,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_transfer_fee,No,,Fulfilment,Active,Submit transfer fee,2,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_transfer_fee,Operations,,,0,Tech Ops,,,
a1JQz00000HP24kMAD,Ensure transfer fee applied,a1J8e000000wmaeEAA,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,ensure_transfer_fee_applied,No,,Fulfilment,Active,Ensure transfer fee applied,2,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,ensure_transfer_fee_applied,Operations,a1J3M000000fJl6UAE,,0,Tech Ops,,a1JQz00000HP24jMAD,submit_transfer_fee
a1JQz00000HP24lMAD,Update IO after transfer,a1J8e000000wmafEAA,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,update_io_after_transfer,No,,Fulfilment,Active,Update IO after transfer,6,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,update_io_after_transfer,Operations,a1J3L000000FFpIUAW,,0,Tech Ops,,,
a1JQz00000HP24mMAD,Submit change to regular,a1J8e000000wmagEAA,,Dedicated specialist/household team,,0,Fulfilment - fulfilment triggered tasks,High,Current Wealth Management Process,,submit_change_to_regular,No,,Fulfilment,Active,Submit change to regular,4,"<ol><li><span style=""background-color: transparent; font-size: 11pt;"">Make sure the task is in your name.</span></li></ol>",,submit_change_to_regular,Operations,,,0,Tech Ops,,,
